nodes,x,y,time
1009,21,26,1993-10-08T05:46:32.770Z
236,8,6,1993-10-08T08:21:53.850Z
1225,9,32,1993-10-11T04:05:11.420Z
772,12,20,1993-10-12T19:51:25.360Z
1009,21,26,1993-10-14T05:34:16.780Z
1008,20,26,1993-11-06T02:32:34.640Z
1009,21,26,1993-11-06T04:43:56.210Z
1188,10,31,1993-11-07T23:11:25.890Z
1159,19,30,1993-11-10T05:37:20.890Z
1005,17,26,1993-11-18T14:55:13.840Z
1085,21,28,1993-11-21T10:45:38.410Z
9,9,0,1993-11-21T21:33:05.680Z
970,20,25,1993-11-26T22:20:37.720Z
1009,21,26,1993-11-27T16:07:57.200Z
1261,7,33,1993-11-28T23:01:33.600Z
1008,20,26,1993-12-03T09:01:07.010Z
851,15,22,1993-12-03T13:16:15.640Z
11,11,0,1993-12-08T02:52:23.430Z
1000,12,26,1993-12-10T14:42:52.340Z
1112,10,29,1993-12-12T08:17:14.530Z
1009,21,26,1993-12-14T03:56:39.740Z
652,6,17,1993-12-17T05:08:01.460Z
1038,12,27,1993-12-25T01:35:51.980Z
193,3,5,1993-12-26T05:33:47.020Z
1008,20,26,1993-12-27T05:41:05.830Z
1242,26,32,1993-12-31T04:41:48.150Z
1009,21,26,1994-01-02T05:55:45.350Z
1008,20,26,1994-01-05T14:28:05.810Z
42,4,1,1994-01-06T08:31:19.180Z
613,5,16,1994-01-07T07:19:25.110Z
1151,11,30,1994-01-09T17:39:50.360Z
578,8,15,1994-01-14T06:53:35.980Z
156,4,4,1994-01-20T13:13:57.990Z
275,9,7,1994-01-25T05:41:19.220Z
888,14,23,1994-02-07T12:50:15.880Z
1083,19,28,1994-02-17T05:59:58.690Z
970,20,25,1994-02-18T10:15:53.650Z
970,20,25,1994-02-20T02:53:57.850Z
1161,21,30,1994-02-21T22:17:04.150Z
1117,15,29,1994-02-24T15:00:20.510Z
1008,20,26,1994-02-26T11:52:56.120Z
850,14,22,1994-02-28T13:40:08.330Z
1202,24,31,1994-03-03T00:42:44.370Z
1225,9,32,1994-03-03T02:54:29.770Z
1037,11,27,1994-03-11T12:32:16.830Z
348,6,9,1994-03-16T22:55:46.900Z
1008,20,26,1994-03-21T16:27:32.860Z
313,9,8,1994-03-23T18:34:01.520Z
1313,21,34,1994-03-23T19:15:10.950Z
425,7,11,1994-03-24T11:59:07.630Z
312,8,8,1994-03-25T12:19:32.060Z
1225,9,32,1994-03-25T23:39:44.220Z
1008,20,26,1994-03-28T19:27:31.580Z
461,5,12,1994-03-29T11:58:21.870Z
461,5,12,1994-04-01T05:01:04.110Z
461,5,12,1994-04-01T08:29:39.070Z
1186,8,31,1994-04-09T21:10:29.470Z
614,6,16,1994-04-11T08:00:42.790Z
1350,20,35,1994-04-13T16:32:46.830Z
1008,20,26,1994-04-14T05:47:57.240Z
1281,27,33,1994-04-18T17:00:23.020Z
1225,9,32,1994-04-22T11:32:00.040Z
739,17,19,1994-04-23T21:32:51.280Z
1223,7,32,1994-04-23T22:52:50.890Z
1000,12,26,1994-05-06T12:18:10.510Z
1429,23,37,1994-05-07T11:16:06.270Z
276,10,7,1994-05-08T08:43:20.740Z
1224,8,32,1994-05-08T20:15:47.390Z
122,8,3,1994-05-11T04:17:10.830Z
464,8,12,1994-05-11T11:53:27.950Z
197,7,5,1994-05-12T11:27:53.000Z
1010,22,26,1994-05-21T22:44:46.270Z
1049,23,27,1994-05-31T17:41:55.580Z
1125,23,29,1994-05-31T18:06:11.680Z
1049,23,27,1994-05-31T18:07:41.020Z
1049,23,27,1994-05-31T18:58:58.810Z
1049,23,27,1994-05-31T20:45:55.490Z
1049,23,27,1994-06-02T18:33:28.300Z
1049,23,27,1994-06-02T18:35:05.790Z
692,8,18,1994-06-03T11:25:06.660Z
1009,21,26,1994-06-05T23:59:08.580Z
1049,23,27,1994-06-06T06:13:26.990Z
660,14,17,1994-06-06T20:47:40.530Z
660,14,17,1994-06-08T08:55:00.700Z
1008,20,26,1994-06-21T12:20:05.880Z
275,9,7,1994-07-02T10:18:09.560Z
1008,20,26,1994-07-03T15:40:42.470Z
1049,23,27,1994-07-05T10:36:44.920Z
313,9,8,1994-07-07T22:54:10.870Z
1242,26,32,1994-07-10T22:57:08.290Z
1008,20,26,1994-07-14T10:09:44.980Z
970,20,25,1994-07-18T14:13:02.560Z
314,10,8,1994-07-18T18:15:41.760Z
659,13,17,1994-08-04T02:50:49.090Z
1086,22,28,1994-08-11T08:39:06.880Z
231,3,6,1994-08-11T22:28:29.350Z
1000,12,26,1994-08-12T03:37:00.110Z
970,20,25,1994-08-24T05:56:23.010Z
970,20,25,1994-08-25T16:19:53.250Z
660,14,17,1994-08-29T07:43:57.740Z
1008,20,26,1994-09-03T08:41:19.260Z
1000,12,26,1994-09-13T10:01:32.090Z
1038,12,27,1994-09-13T10:12:52.760Z
1000,12,26,1994-09-13T11:07:31.610Z
1000,12,26,1994-09-13T11:45:22.480Z
1038,12,27,1994-09-13T14:28:23.880Z
1038,12,27,1994-09-13T15:20:54.390Z
163,11,4,1994-09-16T21:19:26.250Z
1005,17,26,1994-09-19T22:28:30.180Z
1032,6,27,1994-09-22T04:53:44.750Z
1008,20,26,1994-09-22T08:50:53.810Z
1009,21,26,1994-09-24T01:23:18.260Z
881,7,23,1994-09-27T23:04:51.620Z
919,7,24,1994-09-27T23:24:49.370Z
1009,21,26,1994-09-29T03:31:54.980Z
86,10,2,1994-10-10T18:49:12.240Z
881,7,23,1994-10-16T12:31:58.360Z
1008,20,26,1994-10-16T19:47:38.690Z
1256,2,33,1994-10-29T05:37:40.750Z
1038,12,27,1994-10-29T16:20:53.630Z
849,13,22,1994-11-02T04:55:15.280Z
1008,20,26,1994-11-06T01:09:05.420Z
1049,23,27,1994-11-09T03:56:57.170Z
691,7,18,1994-11-13T05:05:21.630Z
83,7,2,1994-11-14T18:29:35.770Z
3,3,0,1994-11-26T02:12:42.010Z
652,6,17,1994-11-26T04:48:03.230Z
652,6,17,1994-11-27T08:40:38.830Z
1009,21,26,1994-12-10T10:24:31.970Z
1008,20,26,1994-12-10T15:24:18.810Z
692,8,18,1994-12-16T04:31:38.530Z
851,15,22,1995-01-02T22:33:24.500Z
275,9,7,1995-01-07T02:13:28.030Z
501,7,13,1995-01-09T19:14:32.600Z
388,8,10,1995-01-13T19:13:03.550Z
857,21,22,1995-01-19T15:05:03.410Z
856,20,22,1995-01-19T17:34:54.070Z
857,21,22,1995-01-20T13:59:20.260Z
971,21,25,1995-01-21T00:36:59.190Z
856,20,22,1995-01-21T09:18:18.010Z
857,21,22,1995-01-22T10:41:27.550Z
857,21,22,1995-01-22T11:26:40.220Z
857,21,22,1995-01-22T18:06:37.790Z
1281,27,33,1995-01-22T21:45:36.030Z
857,21,22,1995-01-23T00:36:51.520Z
856,20,22,1995-01-23T08:00:59.740Z
1009,21,26,1995-01-26T15:28:23.410Z
893,19,23,1995-01-28T12:18:05.760Z
1009,21,26,1995-01-30T16:28:06.320Z
200,10,5,1995-02-02T22:10:07.290Z
772,12,20,1995-02-08T18:40:25.380Z
239,11,6,1995-02-09T15:22:34.980Z
1483,1,39,1995-02-11T22:45:33.030Z
1446,2,38,1995-02-12T19:26:41.070Z
315,11,8,1995-02-12T23:19:53.780Z
1446,2,38,1995-02-13T04:09:33.050Z
270,4,7,1995-02-14T12:25:37.040Z
1009,21,26,1995-02-23T15:44:23.380Z
1445,1,38,1995-02-27T17:40:01.610Z
989,1,26,1995-02-28T21:12:09.360Z
773,13,20,1995-03-01T23:47:24.330Z
505,11,13,1995-03-04T23:23:40.680Z
1009,21,26,1995-03-10T21:14:12.260Z
117,3,3,1995-03-13T03:54:30.760Z
1047,21,27,1995-03-13T09:03:55.910Z
1079,15,28,1995-03-13T18:13:45.320Z
1008,20,26,1995-03-14T00:43:22.990Z
1038,12,27,1995-03-19T17:04:07.710Z
1076,12,28,1995-03-19T17:19:07.210Z
1038,12,27,1995-03-19T17:42:54.830Z
1008,20,26,1995-03-19T22:25:59.110Z
1038,12,27,1995-03-23T02:08:34.520Z
1038,12,27,1995-03-23T03:10:07.720Z
1008,20,26,1995-03-24T01:04:23.560Z
234,6,6,1995-03-26T15:12:31.760Z
1000,12,26,1995-03-29T16:10:52.120Z
857,21,22,1995-04-06T19:26:23.480Z
919,7,24,1995-04-12T16:52:30.620Z
655,9,17,1995-04-12T18:22:33.030Z
879,5,23,1995-04-13T15:00:28.270Z
276,10,7,1995-04-14T14:12:59.810Z
1008,20,26,1995-04-16T23:17:46.660Z
1324,32,34,1995-04-17T20:54:29.930Z
1009,21,26,1995-04-22T17:31:59.910Z
858,22,22,1995-04-23T23:55:40.700Z
858,22,22,1995-04-24T00:29:41.300Z
1281,27,33,1995-04-29T02:45:28.410Z
89,13,2,1995-05-01T16:55:42.910Z
88,12,2,1995-05-02T06:06:05.690Z
1009,21,26,1995-05-03T10:34:01.230Z
970,20,25,1995-05-05T02:24:33.790Z
1281,27,33,1995-05-05T06:50:25.750Z
999,11,26,1995-05-08T14:50:57.470Z
1008,20,26,1995-05-09T08:25:35.010Z
1219,3,32,1995-05-09T10:13:23.800Z
1008,20,26,1995-05-14T23:40:32.950Z
1009,21,26,1995-05-17T09:14:47.640Z
893,19,23,1995-05-20T22:18:58.090Z
1000,12,26,1995-05-30T12:11:19.130Z
275,9,7,1995-05-31T00:07:41.690Z
815,17,21,1995-06-04T17:39:35.060Z
157,5,4,1995-06-14T17:32:01.050Z
307,3,8,1995-06-18T00:49:27.630Z
968,18,25,1995-06-18T04:43:28.720Z
856,20,22,1995-06-18T06:58:44.760Z
960,10,25,1995-06-22T12:04:37.350Z
1079,15,28,1995-06-25T09:11:32.350Z
159,7,4,1995-06-27T00:37:29.750Z
857,21,22,1995-07-05T18:17:03.750Z
276,10,7,1995-07-06T13:41:17.540Z
970,20,25,1995-07-06T21:10:19.260Z
1008,20,26,1995-07-08T17:08:55.930Z
695,11,18,1995-07-17T14:09:55.980Z
41,3,1,1995-07-17T15:51:40.950Z
857,21,22,1995-07-18T20:55:41.530Z
461,5,12,1995-07-20T11:13:37.960Z
1008,20,26,1995-07-21T23:20:12.780Z
970,20,25,1995-07-23T01:44:05.070Z
1008,20,26,1995-07-23T15:06:51.870Z
651,5,17,1995-07-26T15:11:58.820Z
1074,10,28,1995-07-27T19:33:57.980Z
127,13,3,1995-08-02T10:34:54.790Z
1008,20,26,1995-08-09T10:29:47.270Z
314,10,8,1995-08-12T05:04:14.240Z
194,4,5,1995-08-13T15:53:56.650Z
1008,20,26,1995-08-15T03:18:10.840Z
851,15,22,1995-08-19T21:43:31.920Z
1036,10,27,1995-09-01T04:54:25.140Z
656,10,17,1995-09-26T06:43:13.930Z
162,10,4,1995-10-03T01:51:23.900Z
200,10,5,1995-10-03T01:57:03.490Z
199,9,5,1995-10-03T02:10:46.080Z
200,10,5,1995-10-03T02:33:53.780Z
158,6,4,1995-10-03T04:15:12.960Z
200,10,5,1995-10-03T04:26:23.720Z
239,11,6,1995-10-03T04:32:52.650Z
162,10,4,1995-10-03T04:46:33.680Z
200,10,5,1995-10-03T04:58:19.810Z
162,10,4,1995-10-03T05:20:26.390Z
162,10,4,1995-10-03T06:27:24.110Z
200,10,5,1995-10-03T06:31:47.570Z
239,11,6,1995-10-03T06:43:30.220Z
199,9,5,1995-10-03T07:05:14.030Z
161,9,4,1995-10-03T07:10:16.350Z
239,11,6,1995-10-03T07:38:18.870Z
161,9,4,1995-10-03T09:30:52.350Z
162,10,4,1995-10-03T10:06:59.050Z
200,10,5,1995-10-03T11:12:21.640Z
200,10,5,1995-10-03T11:40:16.080Z
162,10,4,1995-10-03T12:44:58.090Z
201,11,5,1995-10-03T13:12:31.120Z
200,10,5,1995-10-03T13:21:11.810Z
200,10,5,1995-10-03T13:47:46.600Z
200,10,5,1995-10-03T14:17:31.860Z
162,10,4,1995-10-03T14:29:27.960Z
200,10,5,1995-10-03T14:54:26.510Z
200,10,5,1995-10-03T15:07:51.460Z
162,10,4,1995-10-03T17:01:00.920Z
162,10,4,1995-10-03T18:04:27.660Z
201,11,5,1995-10-03T18:13:57.400Z
200,10,5,1995-10-03T20:08:59.060Z
200,10,5,1995-10-03T20:43:13.780Z
201,11,5,1995-10-04T05:08:28.250Z
162,10,4,1995-10-04T06:18:57.390Z
162,10,4,1995-10-04T06:33:49.520Z
201,11,5,1995-10-04T07:23:15.000Z
200,10,5,1995-10-04T08:38:12.730Z
201,11,5,1995-10-04T12:41:07.760Z
201,11,5,1995-10-04T12:56:37.780Z
200,10,5,1995-10-04T22:46:21.890Z
162,10,4,1995-10-04T23:59:50.040Z
201,11,5,1995-10-05T00:17:51.670Z
162,10,4,1995-10-05T01:13:15.220Z
200,10,5,1995-10-05T01:36:55.610Z
162,10,4,1995-10-05T02:45:18.260Z
162,10,4,1995-10-05T12:04:28.440Z
161,9,4,1995-10-06T00:14:45.540Z
200,10,5,1995-10-06T18:05:54.920Z
162,10,4,1995-10-06T23:12:27.080Z
200,10,5,1995-10-06T23:16:29.760Z
162,10,4,1995-10-07T05:53:52.610Z
162,10,4,1995-10-07T09:15:24.930Z
162,10,4,1995-10-07T09:58:53.780Z
200,10,5,1995-10-07T11:02:15.460Z
162,10,4,1995-10-07T14:15:36.640Z
162,10,4,1995-10-07T21:19:49.500Z
162,10,4,1995-10-07T21:28:03.100Z
200,10,5,1995-10-07T21:37:15.580Z
162,10,4,1995-10-08T00:01:06.950Z
200,10,5,1995-10-08T10:27:39.150Z
161,9,4,1995-10-08T10:39:44.310Z
200,10,5,1995-10-08T11:06:01.230Z
1009,21,26,1995-10-09T14:36:24.000Z
1009,21,26,1995-10-09T23:03:53.710Z
922,10,24,1995-10-10T01:52:11.420Z
162,10,4,1995-10-10T14:49:47.000Z
500,6,13,1995-10-10T17:29:23.470Z
897,23,23,1995-10-11T00:38:01.630Z
162,10,4,1995-10-11T09:52:48.440Z
1076,12,28,1995-10-11T19:47:45.620Z
1429,23,37,1995-10-14T20:44:05.830Z
162,10,4,1995-10-15T03:46:34.370Z
161,9,4,1995-10-18T02:25:35.870Z
200,10,5,1995-10-19T08:51:17.180Z
162,10,4,1995-10-19T09:13:40.930Z
162,10,4,1995-10-20T12:30:11.340Z
162,10,4,1995-10-20T20:18:56.000Z
162,10,4,1995-10-21T15:36:18.920Z
162,10,4,1995-10-23T00:42:10.890Z
161,9,4,1995-10-23T03:46:23.840Z
1426,20,37,1995-10-23T13:02:29.720Z
1327,35,34,1995-10-25T12:42:18.810Z
4,4,0,1995-10-28T00:12:58.050Z
652,6,17,1995-10-28T01:26:57.170Z
232,4,6,1995-10-28T06:09:52.020Z
200,10,5,1995-10-29T05:28:48.500Z
200,10,5,1995-10-29T05:50:22.340Z
1079,15,28,1995-10-31T05:24:04.450Z
160,8,4,1995-11-05T09:24:22.820Z
1008,20,26,1995-11-05T11:18:15.290Z
200,10,5,1995-11-07T04:04:24.030Z
239,11,6,1995-11-09T06:15:23.450Z
652,6,17,1995-11-13T12:36:53.520Z
162,10,4,1995-11-14T06:25:45.360Z
1011,23,26,1995-11-17T02:12:23.430Z
1008,20,26,1995-12-01T01:13:36.800Z
44,6,1,1995-12-07T04:55:25.010Z
1009,21,26,1995-12-08T20:00:18.050Z
971,21,25,1995-12-10T00:04:46.320Z
1008,20,26,1995-12-11T06:43:36.520Z
1047,21,27,1995-12-13T10:22:13.740Z
970,20,25,1995-12-18T03:00:20.520Z
3,3,0,1995-12-24T06:58:00.150Z
87,11,2,1995-12-28T13:44:03.360Z
1281,27,33,1995-12-29T13:01:40.420Z
1281,27,33,1995-12-31T15:12:33.000Z
1281,27,33,1996-01-01T00:08:39.170Z
970,20,25,1996-01-06T07:23:58.550Z
971,21,25,1996-01-08T08:00:13.600Z
162,10,4,1996-01-09T23:45:03.670Z
1009,21,26,1996-01-10T15:57:48.220Z
233,5,6,1996-01-11T01:55:29.720Z
1158,18,30,1996-01-15T21:06:05.920Z
426,8,11,1996-01-17T16:41:29.810Z
425,7,11,1996-01-17T19:46:01.280Z
200,10,5,1996-01-21T11:07:52.680Z
1008,20,26,1996-01-23T13:51:23.620Z
992,4,26,1996-01-25T09:14:04.060Z
46,8,1,1996-01-26T10:55:48.960Z
162,10,4,1996-01-27T00:36:54.170Z
238,10,6,1996-01-28T00:28:30.730Z
1084,20,28,1996-02-03T04:15:37.060Z
651,5,17,1996-02-03T12:26:49.800Z
651,5,17,1996-02-03T12:44:30.310Z
200,10,5,1996-02-05T08:46:11.670Z
1008,20,26,1996-02-14T00:17:43.100Z
1008,20,26,1996-02-18T05:38:51.990Z
231,3,6,1996-02-21T22:16:21.610Z
768,8,20,1996-02-23T04:07:15.030Z
1008,20,26,1996-02-28T17:09:36.910Z
1001,13,26,1996-03-03T18:30:29.300Z
1047,21,27,1996-03-03T19:51:38.080Z
1008,20,26,1996-03-04T03:52:09.840Z
1046,20,27,1996-03-11T19:42:09.840Z
1008,20,26,1996-03-12T15:52:57.940Z
124,10,3,1996-03-14T03:12:02.450Z
857,21,22,1996-03-14T22:47:22.320Z
1008,20,26,1996-03-19T01:56:52.330Z
1123,21,29,1996-03-23T03:05:53.910Z
275,9,7,1996-03-26T13:02:07.880Z
312,8,8,1996-03-28T23:03:49.810Z
312,8,8,1996-03-29T13:57:24.480Z
200,10,5,1996-04-01T21:37:53.050Z
1008,20,26,1996-04-02T00:33:09.740Z
1031,5,27,1996-04-02T16:12:56.960Z
1187,9,31,1996-04-04T04:18:51.050Z
1008,20,26,1996-04-06T05:59:44.120Z
1281,27,33,1996-04-10T23:51:30.910Z
1036,10,27,1996-04-12T18:00:35.380Z
1223,7,32,1996-04-14T17:37:55.880Z
81,5,2,1996-04-19T02:13:01.190Z
1465,21,38,1996-04-23T11:09:00.610Z
614,6,16,1996-04-27T08:40:41.850Z
615,7,16,1996-05-02T10:22:48.540Z
1008,20,26,1996-05-08T01:23:27.080Z
200,10,5,1996-05-08T13:27:52.100Z
818,20,21,1996-05-09T00:50:38.620Z
353,11,9,1996-05-09T02:18:22.190Z
200,10,5,1996-05-10T04:35:28.290Z
1043,17,27,1996-05-10T15:11:28.280Z
1038,12,27,1996-05-13T04:53:47.750Z
576,6,15,1996-05-22T23:30:34.160Z
922,10,24,1996-05-23T01:57:22.980Z
691,7,18,1996-05-28T11:03:12.640Z
79,3,2,1996-05-29T11:41:26.490Z
652,6,17,1996-06-01T22:34:29.900Z
692,8,18,1996-06-03T19:39:44.930Z
1008,20,26,1996-06-06T09:04:59.290Z
239,11,6,1996-06-06T15:04:38.230Z
1008,20,26,1996-06-08T21:08:38.000Z
1009,21,26,1996-06-09T20:06:13.260Z
1005,17,26,1996-06-11T16:57:35.430Z
126,12,3,1996-06-14T10:04:25.520Z
192,2,5,1996-06-15T12:32:05.790Z
768,8,20,1996-06-17T14:06:34.760Z
499,5,13,1996-06-18T04:49:50.130Z
461,5,12,1996-06-18T08:01:29.180Z
353,11,9,1996-06-30T11:44:27.480Z
1041,15,27,1996-07-03T03:08:28.920Z
1189,11,31,1996-07-12T10:17:34.760Z
1085,21,28,1996-07-17T21:15:31.050Z
200,10,5,1996-07-23T14:52:50.250Z
884,10,23,1996-07-26T12:53:40.730Z
922,10,24,1996-07-27T00:36:57.180Z
574,4,15,1996-07-29T00:28:13.210Z
270,4,7,1996-08-05T09:24:56.000Z
231,3,6,1996-08-05T21:39:16.250Z
1041,15,27,1996-08-06T17:01:35.790Z
1008,20,26,1996-08-06T21:35:17.110Z
235,7,6,1996-08-08T02:15:36.750Z
801,3,21,1996-08-16T23:40:16.800Z
1009,21,26,1996-08-17T04:12:50.030Z
1161,21,30,1996-08-24T14:01:58.210Z
312,8,8,1996-08-25T14:09:03.260Z
123,9,3,1996-08-27T15:01:14.710Z
889,15,23,1996-08-31T01:33:47.410Z
1321,29,34,1996-09-01T09:17:33.020Z
1008,20,26,1996-09-04T07:47:30.180Z
1002,14,26,1996-09-05T10:25:11.700Z
964,14,25,1996-09-08T05:42:39.090Z
1041,15,27,1996-09-08T13:29:40.370Z
811,13,21,1996-09-10T02:26:50.370Z
773,13,20,1996-09-11T06:28:45.640Z
83,7,2,1996-09-25T17:30:32.910Z
997,9,26,1996-09-27T14:01:05.570Z
240,12,6,1996-10-01T21:57:38.570Z
1112,10,29,1996-10-10T23:55:10.040Z
1008,20,26,1996-10-12T10:05:54.390Z
1009,21,26,1996-10-26T07:08:25.320Z
1037,11,27,1996-11-04T17:24:57.430Z
959,9,25,1996-11-04T18:03:22.790Z
1037,11,27,1996-11-05T15:47:07.520Z
998,10,26,1996-11-06T00:24:50.830Z
345,3,9,1996-11-09T09:05:08.020Z
276,10,7,1996-11-16T11:13:00.750Z
773,13,20,1996-11-17T18:44:14.170Z
882,8,23,1996-11-18T00:31:49.570Z
1446,2,38,1996-11-18T15:42:30.140Z
930,18,24,1996-11-22T01:08:07.360Z
1008,20,26,1996-11-24T02:53:55.330Z
1000,12,26,1996-11-29T00:55:13.000Z
1000,12,26,1996-11-29T01:30:21.480Z
772,12,20,1996-12-04T16:02:51.610Z
844,8,22,1996-12-05T14:59:48.120Z
41,3,1,1996-12-06T22:50:31.140Z
383,3,10,1996-12-09T13:06:52.660Z
276,10,7,1996-12-09T13:25:20.300Z
970,20,25,1996-12-12T07:13:03.620Z
200,10,5,1996-12-14T23:25:40.330Z
383,3,10,1996-12-15T23:30:11.380Z
383,3,10,1996-12-16T01:46:38.320Z
383,3,10,1996-12-17T07:32:53.890Z
653,7,17,1996-12-19T13:46:41.920Z
1001,13,26,1996-12-26T18:44:18.260Z
1008,20,26,1996-12-31T16:21:07.190Z
1009,21,26,1997-01-01T04:35:51.880Z
1029,3,27,1997-01-03T12:43:29.890Z
1008,20,26,1997-01-11T07:01:54.340Z
1009,21,26,1997-01-17T22:58:57.850Z
972,22,25,1997-01-24T12:51:05.440Z
612,4,16,1997-02-01T23:44:14.460Z
1048,22,27,1997-02-03T06:46:30.940Z
200,10,5,1997-02-04T13:14:35.120Z
998,10,26,1997-02-04T17:31:11.820Z
1008,20,26,1997-02-18T14:38:47.990Z
811,13,21,1997-02-19T18:25:12.570Z
1008,20,26,1997-02-26T00:10:44.440Z
12,12,0,1997-03-03T20:40:43.640Z
1358,28,35,1997-03-04T12:24:59.460Z
1358,28,35,1997-03-05T02:18:06.230Z
80,4,2,1997-03-05T02:28:55.310Z
1358,28,35,1997-03-07T06:27:34.850Z
1009,21,26,1997-03-07T17:27:55.540Z
857,21,22,1997-03-10T14:17:44.950Z
52,14,1,1997-03-17T19:58:38.070Z
1047,21,27,1997-03-19T06:55:21.440Z
893,19,23,1997-03-30T10:38:44.500Z
162,10,4,1997-04-06T17:24:56.840Z
1320,28,34,1997-04-15T20:27:58.200Z
1030,4,27,1997-04-16T09:15:57.210Z
857,21,22,1997-04-26T04:56:09.410Z
1008,20,26,1997-05-02T00:47:38.130Z
934,22,24,1997-05-02T06:18:45.130Z
895,21,23,1997-05-11T13:20:53.910Z
1009,21,26,1997-05-11T18:16:59.710Z
1046,20,27,1997-05-16T05:34:21.080Z
1151,11,30,1997-05-19T03:52:55.800Z
161,9,4,1997-05-21T20:42:27.360Z
234,6,6,1997-05-25T22:22:43.710Z
1009,21,26,1997-05-28T19:25:32.430Z
1009,21,26,1997-05-30T17:48:22.870Z
1008,20,26,1997-06-11T07:07:37.570Z
1008,20,26,1997-06-11T19:11:01.690Z
314,10,8,1997-06-16T09:25:22.390Z
812,14,21,1997-06-18T22:35:14.900Z
1043,17,27,1997-06-19T07:06:33.810Z
1009,21,26,1997-06-24T17:54:11.260Z
575,5,15,1997-06-26T01:31:10.280Z
196,6,5,1997-06-26T18:21:47.770Z
41,3,1,1997-06-30T18:56:27.480Z
652,6,17,1997-07-03T04:47:19.080Z
1042,16,27,1997-07-06T03:59:38.110Z
1009,21,26,1997-07-07T00:17:24.670Z
614,6,16,1997-07-11T06:14:54.190Z
933,21,24,1997-07-13T05:59:13.150Z
308,4,8,1997-07-13T23:51:11.600Z
1008,20,26,1997-07-16T04:27:13.540Z
740,18,19,1997-07-17T12:45:36.380Z
1008,20,26,1997-07-24T07:24:37.900Z
1008,20,26,1997-07-26T10:41:53.210Z
1244,28,32,1997-07-30T22:41:18.080Z
734,12,19,1997-08-07T13:12:38.720Z
1008,20,26,1997-08-08T18:00:49.600Z
162,10,4,1997-08-11T12:55:04.180Z
1009,21,26,1997-08-20T12:26:33.940Z
200,10,5,1997-08-21T23:17:36.140Z
156,4,4,1997-08-30T06:49:27.470Z
736,14,19,1997-09-02T12:13:22.920Z
613,5,16,1997-09-07T02:45:59.630Z
115,1,3,1997-09-08T14:23:55.050Z
613,5,16,1997-09-08T20:48:26.020Z
884,10,23,1997-09-09T05:45:47.370Z
460,4,12,1997-09-09T16:17:39.430Z
953,3,25,1997-09-11T09:11:14.010Z
884,10,23,1997-09-23T15:35:59.600Z
884,10,23,1997-09-23T16:26:14.210Z
1185,7,31,1997-09-26T18:48:02.580Z
1008,20,26,1997-10-01T22:35:24.690Z
613,5,16,1997-10-05T00:54:57.870Z
1009,21,26,1997-10-10T12:53:10.810Z
880,6,23,1997-10-13T00:01:30.560Z
1008,20,26,1997-10-16T02:46:44.810Z
922,10,24,1997-10-17T04:01:05.320Z
652,6,17,1997-10-18T11:06:30.600Z
811,13,21,1997-10-20T10:55:19.430Z
1009,21,26,1997-10-26T18:09:16.920Z
50,12,1,1997-10-28T06:15:17.330Z
809,11,21,1997-11-02T21:54:01.020Z
1008,20,26,1997-11-03T04:07:50.790Z
198,8,5,1997-11-05T10:37:52.780Z
1009,21,26,1997-11-16T12:59:36.330Z
1466,22,38,1997-11-18T11:36:52.770Z
697,13,18,1997-11-19T10:34:17.010Z
1104,2,29,1997-12-01T17:56:22.870Z
812,14,21,1997-12-10T20:12:13.980Z
736,14,19,1997-12-11T07:56:28.850Z
971,21,25,1997-12-14T21:02:23.850Z
1159,19,30,1998-01-04T20:44:20.480Z
1074,10,28,1998-01-06T19:17:30.030Z
1000,12,26,1998-01-12T10:06:08.410Z
956,6,25,1998-01-13T10:08:51.700Z
959,9,25,1998-01-14T01:39:00.800Z
1008,20,26,1998-01-14T09:23:50.890Z
233,5,6,1998-01-17T03:17:29.490Z
1008,20,26,1998-01-18T01:38:38.900Z
1039,13,27,1998-01-20T10:30:32.200Z
1008,20,26,1998-01-20T15:08:02.790Z
1009,21,26,1998-01-23T09:41:38.280Z
961,11,25,1998-01-30T03:06:45.900Z
853,17,22,1998-02-02T14:21:27.790Z
857,21,22,1998-02-10T06:24:50.750Z
999,11,26,1998-02-10T19:26:26.350Z
1049,23,27,1998-02-13T23:01:46.990Z
1086,22,28,1998-02-14T06:40:28.050Z
990,2,26,1998-02-15T05:22:27.900Z
1048,22,27,1998-02-17T16:06:31.900Z
882,8,23,1998-02-21T06:24:41.200Z
850,14,22,1998-02-22T00:52:30.100Z
961,11,25,1998-02-22T03:04:29.500Z
1087,23,28,1998-03-02T12:52:35.940Z
1008,20,26,1998-03-03T17:18:31.150Z
1008,20,26,1998-03-04T06:22:47.660Z
931,19,24,1998-03-06T09:37:29.170Z
930,18,24,1998-03-08T04:59:08.330Z
1008,20,26,1998-03-09T02:07:43.710Z
1008,20,26,1998-03-10T05:51:01.110Z
1049,23,27,1998-03-13T10:05:19.900Z
1089,25,28,1998-03-14T06:24:54.280Z
1008,20,26,1998-03-16T21:29:51.580Z
87,11,2,1998-03-17T10:03:28.220Z
1203,25,31,1998-03-20T10:00:35.470Z
41,3,1,1998-03-21T02:18:54.000Z
158,6,4,1998-03-26T16:12:50.410Z
969,19,25,1998-03-27T04:11:46.190Z
1009,21,26,1998-03-30T05:08:02.200Z
1065,1,28,1998-03-31T20:02:59.350Z
1049,23,27,1998-04-01T19:24:26.500Z
