0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
79,353,614,614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891
353,614,614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577
614,614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008
614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426
613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234
736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008
1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311
772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163
195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276
970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361
1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313
238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460
1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399
276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437
538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361
422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399
1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346
314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001
614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008
313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008
812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970
196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885
1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884
500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008
577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001
891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156
577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352
1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47
1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42
1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009
1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12
311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654
163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036
276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922
1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009
313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652
460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086
1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008
1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277
1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087
1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087
346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009
1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881
1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009
1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151
970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850
885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009
884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010
1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008
1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162
156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188
352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200
47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200
42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162
1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849
12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960
654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81
1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11
922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737
1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122
652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656
1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181
1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008
277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367
1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275
1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809
1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276
881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010
1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239
1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196
850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994
1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008
1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994
1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883
162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195
1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009
200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008
200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240
162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2
849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008
960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008
81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008
11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049
737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42
1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008
656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359
1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390
1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652
1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008
275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010
809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009
276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922
1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122
239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86
196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128
994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162
1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388
994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008
883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330
195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009
1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733
1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779
1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779
2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008
1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008
1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125
1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087
1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779
42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008
1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008
1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027
390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008
652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027
1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027
1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202
1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008
922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167
1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032
86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78
128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202
162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346
388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307
1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276
1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307
1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119
733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615
779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883
779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009
1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008
1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009
1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223
1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008
779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001
1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001
1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001
1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008
1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008
1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313
1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009
202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157
1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222
167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008
1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311
78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313
202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313
346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008
307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008
276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008
307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153
1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277
615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009
883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313
1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272
1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008
1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074
1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075
1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308
1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009
1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008
1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156
1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043
1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001
313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001
1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165
157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276
1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155
1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043
311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238
313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239
313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008
1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042
1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312
1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307
153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733
277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8
1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084
313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970
1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009
1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113
1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971
1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008
308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009
1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735
1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001
156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001
1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001
1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001
1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390
165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883
276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78
155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924
1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390
238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389
239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389
1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350
1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390
1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390
307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008
733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009
8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002
1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008
970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429
1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390
1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428
971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390
1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390
1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428
735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428
1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008
1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652
1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653
1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653,919
390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653,919,652
883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653,919,652,652
