0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
615,615,960,1011,734,1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000
615,960,1011,734,1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79
960,1011,734,1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842
1011,734,1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236
734,1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275
1113,1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973
1282,270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973,351
270,1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973,351,1008
1088,807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973,351,1008,1009
807,1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425
1348,1224,1008,87,1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425,86
1224,1008,87,1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425,86,761
1008,87,1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008
87,1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009
1008,202,971,1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037
202,971,1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959
971,1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009
1000,79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008
79,842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613
842,236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008
236,275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879
275,973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008
973,351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848
351,1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79
1008,1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269
1009,1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269
1425,86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691
86,761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691,575
761,1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691,575,967
1008,1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691,575,967,697
1009,1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691,575,967,697,78
1037,959,1009,1008,613,1008,879,1008,848,79,269,269,691,575,967,697,78,930
959,1009,1008,613,1008,879,1008,848,79,269,269,691,575,967,697,78,930,1008
1009,1008,613,1008,879,1008,848,79,269,269,691,575,967,697,78,930,1008,84
1008,613,1008,879,1008,848,79,269,269,691,575,967,697,78,930,1008,84,1008
613,1008,879,1008,848,79,269,269,691,575,967,697,78,930,1008,84,1008,1008
1008,879,1008,848,79,269,269,691,575,967,697,78,930,1008,84,1008,1008,238
879,1008,848,79,269,269,691,575,967,697,78,930,1008,84,1008,1008,238,236
1008,848,79,269,269,691,575,967,697,78,930,1008,84,1008,1008,238,236,423
848,79,269,269,691,575,967,697,78,930,1008,84,1008,1008,238,236,423,1472
79,269,269,691,575,967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037
269,269,691,575,967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008
269,691,575,967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189
691,575,967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13
575,967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89
967,697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461
697,78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008
78,930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008
930,1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83
1008,84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046
84,1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82
1008,1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008
1008,238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008
238,236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86
236,423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83
423,1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008
1472,1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83
1037,1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651
1008,1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276
1189,13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008
13,89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14
89,461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196
461,1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89
1008,1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008
1008,83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008
83,1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307
1046,82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307
82,1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065
1008,1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991
1008,86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125
86,83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125
83,1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008
1008,83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009
83,651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79
651,276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423
276,1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009
1008,14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970
14,1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196
1196,89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691
89,1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008
1008,1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971
1008,307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009
307,307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429
307,1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850
1065,991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009
991,1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009,276
1125,1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009
1125,1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84
1008,1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84,39
1009,79,423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84,39,9
79,423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84,39,9,772
423,1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84,39,9,772,970
1009,970,196,691,1008,971,1009,429,850,1009,276,1009,84,39,9,772,970,1081
970,196,691,1008,971,1009,429,850,1009,276,1009,84,39,9,772,970,1081,620
196,691,1008,971,1009,429,850,1009,276,1009,84,39,9,772,970,1081,620,1008
691,1008,971,1009,429,850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035
1008,971,1009,429,850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86
971,1009,429,850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86,538
1009,429,850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008
429,850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008,465
850,1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008
1009,276,1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008
276,1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008
1009,84,39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008
84,39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993
39,9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89
9,772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159
772,970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4
970,1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041
1081,620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464
620,1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960
1008,1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008
1035,86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426
86,538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425
538,1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425
1008,465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009
465,1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008
1008,1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008
1008,1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009
1008,1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275
1008,993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008
993,89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507
89,159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951
159,4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163
4,1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027
1041,1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961
1464,960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811
960,1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048
1008,1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035
1426,1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278
1425,1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048
1425,1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971
1009,1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653
1008,1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422
1008,1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41
1009,275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429
275,1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008
1008,1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008
1507,951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035
951,1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166
1163,1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008
1027,961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008
961,811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277
811,1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461
1048,1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888
1035,278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962
278,1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049
1048,971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009
971,653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008
653,422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195
422,41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008
41,429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998
429,1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275
1008,1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845
1008,1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845,615
1035,166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845,615,118
166,1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845,615,118,879
1008,1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008
1008,277,461,888,962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971
277,461,888,962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971,779
461,888,962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971,779,1008
888,962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971,779,1008,1086
962,1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008
1049,1009,1008,195,1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235
1009,1008,195,1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614
1008,195,1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614
195,1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008
1008,998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165
998,275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652
275,845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128
845,615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970
615,118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275
118,879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008
879,1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653
1008,971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275
971,779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623
779,1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623,997
1008,1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623,997,234
1086,1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623,997,234,275
1008,1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623,997,234,275,1001
1235,614,614,1008,1165,652,1128,970,275,1008,653,275,623,997,234,275,1001,1008
614,614,1008,1165,652,1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008
614,1008,1165,652,1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008,730
1008,1165,652,1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008
1165,652,1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199
652,1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199,160
1128,970,275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199,160,691
970,275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199,160,691,198
275,1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009
1008,653,275,623,997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031
653,275,623,997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883
275,623,997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008
623,997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009
997,234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702
234,275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314
275,1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422
1001,1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008
1008,1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971
1008,730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008
730,1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735
1008,199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008
199,160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009
160,691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10
691,198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692
198,1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235
1009,1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235,960
1031,883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235,960,315
883,1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235,960,315,892
1008,1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235,960,315,892,652
1009,702,314,422,1008,971,1008,735,1008,1009,10,692,235,960,315,892,652,731
702,314,422,1008,971,1008,735,1008,1009,10,692,235,960,315,892,652,731,1205
314,422,1008,971,1008,735,1008,1009,10,692,235,960,315,892,652,731,1205,1035
422,1008,971,1008,735,1008,1009,10,692,235,960,315,892,652,731,1205,1035,771
1008,971,1008,735,1008,1009,10,692,235,960,315,892,652,731,1205,1035,771,652
971,1008,735,1008,1009,10,692,235,960,315,892,652,731,1205,1035,771,652,1009
1008,735,1008,1009,10,692,235,960,315,892,652,731,1205,1035,771,652,1009,962
735,1008,1009,10,692,235,960,315,892,652,731,1205,1035,771,652,1009,962,123
1008,1009,10,692,235,960,315,892,652,731,1205,1035,771,652,1009,962,123,970
1009,10,692,235,960,315,892,652,731,1205,1035,771,652,1009,962,123,970,1008
10,692,235,960,315,892,652,731,1205,1035,771,652,1009,962,123,970,1008,614
692,235,960,315,892,652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009
235,960,315,892,652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203
960,315,892,652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276
315,892,652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971
892,652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971,237
652,731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971,237,921
731,1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971,237,921,615
1205,1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971,237,921,615,274
1035,771,652,1009,962,123,970,1008,614,1009,1203,276,971,237,921,615,274,971
771,652,1009,962,123,970,1008,614,1009,1203,276,971,237,921,615,274,971,614
652,1009,962,123,970,1008,614,1009,1203,276,971,237,921,615,274,971,614,1009
1009,962,123,970,1008,614,1009,1203,276,971,237,921,615,274,971,614,1009,1008
962,123,970,1008,614,1009,1203,276,971,237,921,615,274,971,614,1009,1008,651
123,970,1008,614,1009,1203,276,971,237,921,615,274,971,614,1009,1008,651,1124
970,1008,614,1009,1203,276,971,237,921,615,274,971,614,1009,1008,651,1124,653
1008,614,1009,1203,276,971,237,921,615,274,971,614,1009,1008,651,1124,653,275
614,1009,1203,276,971,237,921,615,274,971,614,1009,1008,651,1124,653,275,201
1009,1203,276,971,237,921,615,274,971,614,1009,1008,651,1124,653,275,201,971
1203,276,971,237,921,615,274,971,614,1009,1008,651,1124,653,275,201,971,277
276,971,237,921,615,274,971,614,1009,1008,651,1124,653,275,201,971,277,1008
971,237,921,615,274,971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008
237,921,615,274,971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008
921,615,274,971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001
615,274,971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001
274,971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039
971,614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001
614,1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000
1009,1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001
1008,651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000
651,1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000
1124,653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001
653,275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001
275,201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001
201,971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000
971,277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120
277,1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119
1008,1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933
1008,1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79
1008,1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615
1001,1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691
1001,1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921
1039,1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735
1001,1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849
1000,1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079
1001,1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203
1000,1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203,581
1000,1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203,581,919
1001,1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203,581,919,651
1001,1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203,581,919,651,156
1001,1000,1120,1119,933,79,615,691,921,735,849,1079,203,581,919,651,156,197
1000,1120,1119,933,79,615,691,921,735,849,1079,203,581,919,651,156,197,971
1120,1119,933,79,615,691,921,735,849,1079,203,581,919,651,156,197,971,12
1119,933,79,615,691,921,735,849,1079,203,581,919,651,156,197,971,12,502
933,79,615,691,921,735,849,1079,203,581,919,651,156,197,971,12,502,1008
79,615,691,921,735,849,1079,203,581,919,651,156,197,971,12,502,1008,79
615,691,921,735,849,1079,203,581,919,651,156,197,971,12,502,1008,79,971
691,921,735,849,1079,203,581,919,651,156,197,971,12,502,1008,79,971,1045
921,735,849,1079,203,581,919,651,156,197,971,12,502,1008,79,971,1045,159
735,849,1079,203,581,919,651,156,197,971,12,502,1008,79,971,1045,159,1009
849,1079,203,581,919,651,156,197,971,12,502,1008,79,971,1045,159,1009,546
1079,203,581,919,651,156,197,971,12,502,1008,79,971,1045,159,1009,546,811
203,581,919,651,156,197,971,12,502,1008,79,971,1045,159,1009,546,811,1037
581,919,651,156,197,971,12,502,1008,79,971,1045,159,1009,546,811,1037,734
919,651,156,197,971,12,502,1008,79,971,1045,159,1009,546,811,1037,734,312
651,156,197,971,12,502,1008,79,971,1045,159,1009,546,811,1037,734,312,231
156,197,971,12,502,1008,79,971,1045,159,1009,546,811,1037,734,312,231,231
197,971,12,502,1008,79,971,1045,159,1009,546,811,1037,734,312,231,231,653
971,12,502,1008,79,971,1045,159,1009,546,811,1037,734,312,231,231,653,277
12,502,1008,79,971,1045,159,1009,546,811,1037,734,312,231,231,653,277,1001
502,1008,79,971,1045,159,1009,546,811,1037,734,312,231,231,653,277,1001,1001
1008,79,971,1045,159,1009,546,811,1037,734,312,231,231,653,277,1001,1001,50
79,971,1045,159,1009,546,811,1037,734,312,231,231,653,277,1001,1001,50,1001
971,1045,159,1009,546,811,1037,734,312,231,231,653,277,1001,1001,50,1001,126
1045,159,1009,546,811,1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009
159,1009,546,811,1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008
1009,546,811,1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40
546,811,1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276
811,1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009
1037,734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971
734,312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233
312,231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615
231,231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001
231,653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971
653,277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009
277,1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001
1001,1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971
1001,50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277
50,1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277,692
1001,126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008
126,1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652
1009,1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652,878
1008,40,276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652,878,539
40,276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008
276,1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008,1008
1009,971,233,615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008,1008,577
971,233,615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008,1008,577,577
233,615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008,1008,577,577,577
615,1001,971,1009,1001,971,277,692,1008,652,878,539,1008,1008,577,577,577,577
