0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
971,970,809,652,819,307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351
970,809,652,819,307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845
809,652,819,307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008
652,819,307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119
819,307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008
307,313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857
313,1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690
1224,703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008
703,702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692
702,1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235
1008,734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008
734,464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883
464,234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91
234,651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010
651,1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276
1008,621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233
621,426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005
426,655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035
655,773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429
773,1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80
1470,40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179
40,233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189
233,1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651
1008,1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614
1087,1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387
1244,197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008
197,1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008
1281,1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997
1281,1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388
1008,1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79
1001,1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79
1281,201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577
201,345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313
345,346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205
346,351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205
351,845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812
845,1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000
1008,1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129
1119,1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810
1008,857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008
857,690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066
690,1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009
1008,692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275
692,235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275
235,1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921
1008,883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42
883,91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812
91,1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849
1010,276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806
276,233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008
233,1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652
1005,1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008
1035,429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539
429,80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811
80,1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008
1179,1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008
1189,651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774
651,614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274
614,387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652
387,1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13
1008,1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662
1008,997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82
997,388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653
388,79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44
79,79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963
79,577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774
577,313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652
313,1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009
1205,1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652
1205,812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695
812,1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120
1000,129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951
129,810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009
810,1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200
1008,1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118
1066,1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320
1009,275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813
275,275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275
275,921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117
921,42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12
42,812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224
812,849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184
849,806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311
806,1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12
1008,652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047
652,1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011
1008,539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699
539,811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87
811,1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001
1008,1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233
1008,774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239
774,274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427
274,652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997
652,13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997
13,662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740
662,82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232
82,653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009
653,44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384
44,963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384
963,774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008
774,652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884
652,1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884
1009,652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000
652,695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202
695,1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008
1120,951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41
951,1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008
1009,200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384
200,1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388
1118,1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009
1320,813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009
813,275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3
275,117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030
117,12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200
12,1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125
1224,1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276
1184,311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009
311,12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009
12,1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009
1047,1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127
1011,699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217
699,87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3
87,1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232
1001,233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196
233,239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009
239,427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008
427,997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162
997,997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011
997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735
740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367
232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509
1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158
384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195
384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367
1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008
884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652
884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276
1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367
202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126
1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313
41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009
1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919
384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081
388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158
1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651
1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422
3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155
1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77
200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115
1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155
276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970
1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275
1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345
1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613
1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968
1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123
3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888
232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79
196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008
1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008,313
1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008,313,1011
162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008,313,1011,969
