0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
997,740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384
740,232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388
232,1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009
1009,384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009
384,384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3
384,1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030
1008,884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200
884,884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125
884,1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276
1000,202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009
202,1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009
1008,41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009
41,1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127
1008,384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217
384,388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3
388,1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232
1009,1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196
1009,3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009
3,1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008
1030,200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162
200,1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011
1125,276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735
276,1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367
1009,1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509
1009,1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158
1009,1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195
1127,1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367
1217,3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008
3,232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652
232,196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276
196,1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367
1009,1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126
1008,162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313
162,1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009
1011,735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919
735,1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081
1367,1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158
1509,158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651
158,195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422
195,1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155
1367,1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77
1008,652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115
652,276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155
276,1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970
1367,126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275
126,313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345
313,1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613
1009,919,1081,158,651,422,155,77,115,155,970,1275,345,613,968
919,1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123
1081,158,651,422,155,77,115,155,970,1275,345,613,968,1123,888
158,651,422,155,77,115,155,970,1275,345,613,968,1123,888,79
651,422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008
422,155,77,115,155,970,1275,345,613,968,1123,888,79,1008,313
155,77,115,155,970,1275,345,613,968,1123,888,79,1008,313,1011
77,115,155,970,1275,345,613,968,1123,888,79,1008,313,1011,969
115,155,970,1275,345,613,968,1123,888,79,1008,313,1011,969,51
155,970,1275,345,613,968,1123,888,79,1008,313,1011,969,51,2
970,1275,345,613,968,1123,888,79,1008,313,1011,969,51,2,1008
1275,345,613,968,1123,888,79,1008,313,1011,969,51,2,1008,970
345,613,968,1123,888,79,1008,313,1011,969,51,2,1008,970,1009
613,968,1123,888,79,1008,313,1011,969,51,2,1008,970,1009,998
968,1123,888,79,1008,313,1011,969,51,2,1008,970,1009,998,156
1123,888,79,1008,313,1011,969,51,2,1008,970,1009,998,156,118
888,79,1008,313,1011,969,51,2,1008,970,1009,998,156,118,1029
79,1008,313,1011,969,51,2,1008,970,1009,998,156,118,1029,964
1008,313,1011,969,51,2,1008,970,1009,998,156,118,1029,964,195
313,1011,969,51,2,1008,970,1009,998,156,118,1029,964,195,1008
1011,969,51,2,1008,970,1009,998,156,118,1029,964,195,1008,1165
969,51,2,1008,970,1009,998,156,118,1029,964,195,1008,1165,3
51,2,1008,970,1009,998,156,118,1029,964,195,1008,1165,3,200
2,1008,970,1009,998,156,118,1029,964,195,1008,1165,3,200,501
1008,970,1009,998,156,118,1029,964,195,1008,1165,3,200,501,234
970,1009,998,156,118,1029,964,195,1008,1165,3,200,501,234,665
1009,998,156,118,1029,964,195,1008,1165,3,200,501,234,665,48
998,156,118,1029,964,195,1008,1165,3,200,501,234,665,48,9
156,118,1029,964,195,1008,1165,3,200,501,234,665,48,9,352
118,1029,964,195,1008,1165,3,200,501,234,665,48,9,352,41
1029,964,195,1008,1165,3,200,501,234,665,48,9,352,41,806
964,195,1008,1165,3,200,501,234,665,48,9,352,41,806,1008
195,1008,1165,3,200,501,234,665,48,9,352,41,806,1008,1001
1008,1165,3,200,501,234,665,48,9,352,41,806,1008,1001,79
1165,3,200,501,234,665,48,9,352,41,806,1008,1001,79,353
3,200,501,234,665,48,9,352,41,806,1008,1001,79,353,614
200,501,234,665,48,9,352,41,806,1008,1001,79,353,614,614
501,234,665,48,9,352,41,806,1008,1001,79,353,614,614,613
234,665,48,9,352,41,806,1008,1001,79,353,614,614,613,736
665,48,9,352,41,806,1008,1001,79,353,614,614,613,736,1007
48,9,352,41,806,1008,1001,79,353,614,614,613,736,1007,772
9,352,41,806,1008,1001,79,353,614,614,613,736,1007,772,195
352,41,806,1008,1001,79,353,614,614,613,736,1007,772,195,970
41,806,1008,1001,79,353,614,614,613,736,1007,772,195,970,1009
806,1008,1001,79,353,614,614,613,736,1007,772,195,970,1009,238
1008,1001,79,353,614,614,613,736,1007,772,195,970,1009,238,1313
1001,79,353,614,614,613,736,1007,772,195,970,1009,238,1313,276
79,353,614,614,613,736,1007,772,195,970,1009,238,1313,276,538
353,614,614,613,736,1007,772,195,970,1009,238,1313,276,538,422
614,614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037
614,613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314
613,736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614
736,1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313
1007,772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812
772,195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196
195,970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008
970,1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500
1009,238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577
238,1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891
1313,276,538,422,1037,314,614,313,812,196,1008,500,577,891,577
276,538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008
538,422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426
422,1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234
1037,314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008
314,614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311
614,313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163
313,812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276
812,196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361
196,1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313
1008,500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460
500,577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399
577,891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437
891,577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361
577,1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399
1008,1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346
1426,1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001
1234,1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008
1008,311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008
311,163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970
163,276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885
276,1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884
1361,313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008
313,460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001
460,1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156
1399,1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352
1437,1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47
1361,1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42
1399,346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009
346,1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12
1001,1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654
1008,1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036
1008,970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922
970,885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009
885,884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652
884,1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086
1008,1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008
1001,156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277
156,352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087
352,47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087
47,42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009
42,1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881
1009,12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009
12,654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151
654,1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850
1036,922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009
922,1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010
1009,652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008
652,1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162
1086,1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188
1008,277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200
277,1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200
1087,1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162
1087,1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849
1009,881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960
881,1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81
1009,1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11
1151,850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737
850,1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122
1009,1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656
1010,1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181
1008,162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008
162,1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367
1188,200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275
200,200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809
200,162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276
162,849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010
849,960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239
960,81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196
81,11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994
11,737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008
737,1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994
1122,656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883
656,1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195
1181,1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009
1008,1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008
1367,275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240
275,809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2
809,276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008
276,1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008
1010,239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008
239,196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049
196,994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42
994,1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008
1008,994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359
994,883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390
883,195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652
195,1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008
1009,1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010
1008,1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009
1240,2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922
2,1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122
1008,1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86
1008,1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128
1008,1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162
1049,42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388
42,1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008
1008,1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330
1359,390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009
390,652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733
652,1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779
1008,1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779
1010,1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008
1009,922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008
922,1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125
1122,86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087
86,128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779
128,162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008
162,388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008
388,1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027
1008,1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008
1330,1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027
1009,733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027
733,779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202
779,779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008
779,1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167
1008,1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032
1008,1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78
1125,1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202
1087,779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346
779,1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307
1008,1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276
1008,1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307
1027,1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119
1008,1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615
1027,1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883
1027,202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009
202,1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008
1008,167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009
167,1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223
1032,78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008
78,202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001
202,346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001
346,307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001
307,276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008
276,307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008
307,1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313
1119,615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009
615,883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157
883,1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222
1009,1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008
1008,1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311
1009,1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313
1223,1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313
1008,1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008
1001,1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008
1001,1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008
1001,1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153
1008,1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277
1008,313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009
313,1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313
1009,157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272
157,1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008
1222,1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074
1008,311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075
311,313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308
313,313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009
313,1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008
1008,1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156
1008,1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043
1008,153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001
153,277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001
277,1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165
1009,313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276
313,1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155
1272,1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043
1008,1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238
1074,1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239
1075,308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008
308,1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042
1009,1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312
1008,156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307
156,1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733
1043,1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8
1001,1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084
1001,165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970
165,276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009
276,155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113
155,1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971
1043,238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008
238,239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009
239,1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735
1008,1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001
1042,1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001
1312,307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001
307,733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001
733,8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390
8,1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883
1084,970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78
970,1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924
1009,1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390
1113,971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389
971,1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389
1008,1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350
1009,735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390
735,1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390
1001,1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008
1001,1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009
1001,1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002
1001,390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008
390,883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429
883,78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390
78,924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428
924,390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390
390,389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390
389,389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428
389,350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428
350,390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008
390,390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652
390,1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653
1008,1009,1002,1008,429,390,428,390,390,428,428,1008,652,653,919
1009,1002,1008,429,390,428,390,390,428,428,1008,652,653,919,652
1002,1008,429,390,428,390,390,428,428,1008,652,653,919,652,652
1008,429,390,428,390,390,428,428,1008,652,653,919,652,652,314
429,390,428,390,390,428,428,1008,652,653,919,652,652,314,1010
390,428,390,390,428,428,1008,652,653,919,652,652,314,1010,196
428,390,390,428,428,1008,652,653,919,652,652,314,1010,196,882
390,390,428,428,1008,652,653,919,652,652,314,1010,196,882,881
390,428,428,1008,652,653,919,652,652,314,1010,196,882,881,123
428,428,1008,652,653,919,652,652,314,1010,196,882,881,123,811
428,1008,652,653,919,652,652,314,1010,196,882,881,123,811,50
1008,652,653,919,652,652,314,1010,196,882,881,123,811,50,971
652,653,919,652,652,314,1010,196,882,881,123,811,50,971,13
653,919,652,652,314,1010,196,882,881,123,811,50,971,13,1008
919,652,652,314,1010,196,882,881,123,811,50,971,13,1008,1001
652,652,314,1010,196,882,881,123,811,50,971,13,1008,1001,1002
652,314,1010,196,882,881,123,811,50,971,13,1008,1001,1002,1008
314,1010,196,882,881,123,811,50,971,13,1008,1001,1002,1008,388
1010,196,882,881,123,811,50,971,13,1008,1001,1002,1008,388,125
196,882,881,123,811,50,971,13,1008,1001,1002,1008,388,125,423
882,881,123,811,50,971,13,1008,1001,1002,1008,388,125,423,277
881,123,811,50,971,13,1008,1001,1002,1008,388,125,423,277,1009
123,811,50,971,13,1008,1001,1002,1008,388,125,423,277,1009,1008
811,50,971,13,1008,1001,1002,1008,388,125,423,277,1009,1008,312
50,971,13,1008,1001,1002,1008,388,125,423,277,1009,1008,312,1160
971,13,1008,1001,1002,1008,388,125,423,277,1009,1008,312,1160,277
13,1008,1001,1002,1008,388,125,423,277,1009,1008,312,1160,277,1008
1008,1001,1002,1008,388,125,423,277,1009,1008,312,1160,277,1008,1012
1001,1002,1008,388,125,423,277,1009,1008,312,1160,277,1008,1012,241
1002,1008,388,125,423,277,1009,1008,312,1160,277,1008,1012,241,196
1008,388,125,423,277,1009,1008,312,1160,277,1008,1012,241,196,1008
388,125,423,277,1009,1008,312,1160,277,1008,1012,241,196,1008,1008
125,423,277,1009,1008,312,1160,277,1008,1012,241,196,1008,1008,11
423,277,1009,1008,312,1160,277,1008,1012,241,196,1008,1008,11,1004
277,1009,1008,312,1160,277,1008,1012,241,196,1008,1008,11,1004,1008
1009,1008,312,1160,277,1008,1012,241,196,1008,1008,11,1004,1008,1008
1008,312,1160,277,1008,1012,241,196,1008,1008,11,1004,1008,1008,1008
312,1160,277,1008,1012,241,196,1008,1008,11,1004,1008,1008,1008,1074
1160,277,1008,1012,241,196,1008,1008,11,1004,1008,1008,1008,1074,1121
277,1008,1012,241,196,1008,1008,11,1004,1008,1008,1008,1074,1121,1042
1008,1012,241,196,1008,1008,11,1004,1008,1008,1008,1074,1121,1042,999
1012,241,196,1008,1008,11,1004,1008,1008,1008,1074,1121,1042,999,576
241,196,1008,1008,11,1004,1008,1008,1008,1074,1121,1042,999,576,1358
196,1008,1008,11,1004,1008,1008,1008,1074,1121,1042,999,576,1358,1008
1008,1008,11,1004,1008,1008,1008,1074,1121,1042,999,576,1358,1008,200
1008,11,1004,1008,1008,1008,1074,1121,1042,999,576,1358,1008,200,1008
11,1004,1008,1008,1008,1074,1121,1042,999,576,1358,1008,200,1008,276
1004,1008,1008,1008,1074,1121,1042,999,576,1358,1008,200,1008,276,13
1008,1008,1008,1074,1121,1042,999,576,1358,1008,200,1008,276,13,1288
1008,1008,1074,1121,1042,999,576,1358,1008,200,1008,276,13,1288,771
1008,1074,1121,1042,999,576,1358,1008,200,1008,276,13,1288,771,276
1074,1121,1042,999,576,1358,1008,200,1008,276,13,1288,771,276,1085
1121,1042,999,576,1358,1008,200,1008,276,13,1288,771,276,1085,1326
1042,999,576,1358,1008,200,1008,276,13,1288,771,276,1085,1326,1009
999,576,1358,1008,200,1008,276,13,1288,771,276,1085,1326,1009,1081
576,1358,1008,200,1008,276,13,1288,771,276,1085,1326,1009,1081,1066
1358,1008,200,1008,276,13,1288,771,276,1085,1326,1009,1081,1066,1028
1008,200,1008,276,13,1288,771,276,1085,1326,1009,1081,1066,1028,1028
200,1008,276,13,1288,771,276,1085,1326,1009,1081,1066,1028,1028,1028
1008,276,13,1288,771,276,1085,1326,1009,1081,1066,1028,1028,1028,1028
276,13,1288,771,276,1085,1326,1009,1081,1066,1028,1028,1028,1028,1028
13,1288,771,276,1085,1326,1009,1081,1066,1028,1028,1028,1028,1028,238
1288,771,276,1085,1326,1009,1081,1066,1028,1028,1028,1028,1028,238,774
